"disease" "fee" "group" "count" "avg"
"9762" "髋臼骨折" 233761.04 125737.09 12 19480.0866666667
"9759" "髋滑膜炎" 233613.18 166738.86 51 4580.65058823529
"5704" "糖尿病性肾病" 233507.79 152752.01 42 5559.70928571429
"1665" "呼吸道感染" 233113.51 155750.65 57 4089.71070175439
"9084" "降结肠恶性肿瘤" 232863.96 167976.43 19 12255.9978947368
"9360" "颈腰综合征" 232144.14 155083.55 26 8928.62076923077
"7861" "腺样鳞状细胞癌" 231738.22 140904.5 7 33105.46
"6356" "肝移植" 231606.77 151408.15 25 9264.2708
"6653" "肺栓塞" 231333.5 153992.85 8 28916.6875
"6131" "耻骨骨折" 231319.17 160491.84 37 6251.86945945946
"2397" "子宫炎性疾病" 231097.48 152367.96 49 4716.27510204082
"9738" "髋关节滑膜炎" 230664.22 161665.89 47 4907.74936170213
"6615" "肺不张" 230637.34 151299.63 16 14414.83375
"7046" "胆总管结石伴胆管炎" 230038.72 137577.71 10 23003.872
"3295" "急性风湿性心脏病" 229750.07 141304.83 14 16410.7192857143
"9125" "青年起病成年型糖尿病" 229279.84 126877.03 14 16377.1314285714
"8499" "趾骨骨折" 228758.11 149808.04 50 4575.1622
"1862" "基底动脉栓塞脑梗死" 228581.46 164830.9 22 10390.0663636364
"1639" "周围神经病" 228571.75 163200.14 25 9142.87
"1343" "单关节炎" 228426.17 160043.5 37 6173.68027027027
"4966" "痛风性肾病" 228294.84 192678.45 26 8780.57076923077
"8061" "舌根恶性肿瘤" 228091.55 167827.91 12 19007.6291666667
"3386" "感染性休克" 228042.33 150209.31 15 15202.822
"1294" "十二指肠炎" 227626.72 155362.3 45 5058.37155555556
"6606" "肱骨颈骨折" 227563.44 165366.78 7 32509.0628571429
"7363" "脐尿管恶性肿瘤" 227319.22 142010.64 8 28414.9025
"7659" "腰椎关节紊乱" 226919.91 159962.54 56 4052.14125
"6684" "肺炎球菌性肺炎" 226907.01 163305.68 65 3490.87707692308
"2461" "孔源性视网膜脱离" 226763.02 114101.09 23 9859.26173913043
"9193" "面部外伤病" 226747.34 160985.89 19 11934.0705263158
"8263" "血管瘤 (M91200/0))" 226586.09 126414.55 12 18882.1741666667
"9165" "非胰岛素依赖型糖尿病" 226517.36 167657.49 85 2664.91011764706
"1865" "基底动脉瘤破裂伴蛛网膜下腔出血" 226402.32 104815.28 1 226402.32
"5434" "睾丸鞘膜积液" 226173.73 129922.47 27 8376.80481481482
"4051" "枕骨骨折" 226123.42 125564.6 10 22612.342
"4237" "沙门菌肺炎" 225568.52 166183.26 44 5126.55727272727
"1678" "咳血病" 225360.35 164135.6 26 8667.70576923077
"3657" "扁平疣" 225209.09 156950.95 33 6824.51787878788
"213" "下肢动脉栓塞" 225025.27 161564.44 15 15001.6846666667
"9387" "颈部肿物" 224924.91 150471.55 29 7756.03137931035
"8777" "酒精中毒性精神障碍" 224610.23 146973.15 22 10209.5559090909
"2373" "子宫出血" 223618.1 128516.26 74 3021.86621621622
"4563" "牙龈瘤" 223223.25 168693.35 9 24802.5833333333
"8994" "附件炎性包块" 222735.12 130744.91 44 5062.16181818182
"7383" "脑动脉瘤破裂" 222229.24 112056.8 3 74076.4133333333
"9226" "面部软组织挫伤" 222190.57 148200.65 52 4272.89557692308
"8668" "输卵管妊娠" 221527.36 117389.71 48 4615.15333333333
"5668" "糖尿病伴周围循环并发症" 221457.05 138369.95 19 11655.6342105263
"4830" "甲状腺机能亢进症" 221289.27 138800.33 41 5397.29926829268
"3191" "急性白血病 (M98010/3)" 221196.21 144041.53 9 24577.3566666667
"9516" "风湿病" 220956.34 142178.15 18 12275.3522222222
"7863" "腺淋巴瘤" 220859.06 167027.67 12 18404.9216666667
"3308" "急性鼻咽炎(普通感冒)" 220694.06 171427.31 69 3198.46463768116
"82" "一过性脑缺血" 220349.15 162139.17 30 7344.97166666667
"1403" "卵巢良性肿瘤" 220273.41 130881.15 19 11593.3373684211
"6634" "肺原性心脏病和肺循环疾病" 220213.16 164751.81 44 5004.84454545455
"1694" "咽恶性肿瘤" 220103.3 148467.01 8 27512.9125
"1893" "声带白斑" 219900.08 144658 20 10995.004
"7376" "脑出血个人史" 219628.19 161965.18 17 12919.3052941176
"7011" "胆囊结石伴坏疽性胆囊炎" 219480.43 134540.28 51 4303.53784313725
"4327" "海绵状血管瘤" 219186.35 108180.41 10 21918.635
"6613" "肺下叶恶性肿瘤" 219183.6 147865.93 16 13698.975
"9347" "颈椎骨折 NOS" 218976.66 143082.79 8 27372.0825
"3711" "手指挫伤" 218949.69 135858.29 40 5473.74225
"4111" "植物神经功能紊乱" 218916.57 154081.41 39 5613.24538461538
"7393" "脑器质性精神病" 218582.2 153784.11 31 7051.03870967742
"1201" "功能(障碍)性子宫出血" 218254.06 124293.06 87 2508.66735632184
"1776" "喘息性支气管肺炎" 216789.14 152569.73 91 2382.29824175824
"7882" "腺鳞癌" 216660.09 121932.12 11 19696.3718181818
"1284" "十二指肠息肉" 216429 139411.39 29 7463.06896551724
"4339" "消化性溃疡，部位未特指" 215794.01 151852.9 60 3596.56683333333
"9346" "颈椎骨折" 215379.95 127691.03 9 23931.1055555556
"9041" "陈旧性肱骨骨折" 215294.92 118548.06 10 21529.492
"4841" "甲状腺炎性包块" 215036.67 149525.28 19 11317.7194736842
"6517" "肥厚性鼻炎能" 214933 152981.51 57 3770.75438596491
"8062" "舌根肿瘤" 214154.4 144484.83 6 35692.4
"6411" "肠息肉" 213478.42 144703.36 23 9281.67043478261
"6091" "耳廓肿物" 213425.99 134136.74 24 8892.74958333333
"6776" "肾功能损害引起痛风" 213300.44 152818.49 6 35550.0733333333
"3075" "急性分泌性中耳炎" 212968.23 135734.87 35 6084.80657142857
"4136" "椎间盘疾患" 212948.1 124830.14 20 10647.405
"8127" "药物性皮炎" 212094.23 133870.32 45 4713.20511111111
"4378" "淋巴管瘤" 211371.69 152563.91 14 15097.9778571429
"3067" "急性冠状动脉供血不足" 211308.8 162303.89 35 6037.39428571429
"8033" "自行摔伤" 211285.92 135330.35 30 7042.864
"6136" "肉瘤" 211204.01 142054.67 9 23467.1122222222
"4758" "玫瑰糠疹" 211141 124579.54 47 4492.36170212766
"8938" "阴道出血" 210716.71 119885.18 59 3571.46966101695
"1121" "前列腺肿物" 210530.39 140584.96 14 15037.885
"7345" "脊髓占位性病变" 210101.17 86850.84 2 105050.585
"1716" "咽部肿物" 209940.4 137088.74 22 9542.74545454545
"8201" "蜂蛰伤" 209773.86 116118.75 97 2162.61711340206
"3251" "急性腮腺炎" 209766.84 129977.27 70 2996.66914285714
"2147" "大脑动脉闭塞或狭窄引起脑梗死" 208985.59 102463.84 8 26123.19875
"1875" "基底节出血" 208817.9 154080.24 11 18983.4454545455
"271" "下肢肿胀" 208515.52 152235.21 15 13901.0346666667
"3454" "慢性喉炎" 208108.73 143043.23 20 10405.4365
"7946" "膝关节囊肿" 208003.25 132023.49 24 8666.80208333333
"5040" "白细胞疾患" 207546.08 131555.49 14 14824.72
"6878" "肾输尿管结石" 207515.95 125652.86 60 3458.59916666667
"1667" "呼吸道疾病" 207505.01 149860.23 20 10375.2505
"1636" "周围性面神经麻痹" 206983.48 145825.89 34 6087.74941176471
"1266" "化脓性牙龈炎" 206604.7 140488.21 89 2321.40112359551
"7716" "腰部软组织损伤" 206594.78 146658.93 33 6260.44787878788
"7663" "腰椎小关节紊乱" 206372.61 148828.55 36 5732.5725
"4072" "桡骨头骨折" 206129.23 132289.72 36 5725.81194444444
"3452" "慢性哮喘性支气管炎" 206103.26 152741.66 56 3680.41535714286
"8698" "输尿管结石伴肾结石" 205564.87 119795.92 38 5409.60184210526
"297" "下肢骨折" 205478.59 140886.81 15 13698.5726666667
"8922" "阴茎恶性肿瘤" 204799.04 132271.54 8 25599.88
"503" "乳房恶性肿瘤(不包括：乳房皮肤病C43.5，C44.5)" 204668.25 136123.1 17 12039.3088235294
"6048" "老年性肺气肿" 204402.86 150114.57 38 5379.02263157895
"1020" "出血或梗死中风后遗症 NOS" 204155.4 153133.93 25 8166.216
"9339" "颈椎间盘疾患 NOS" 203799.82 147628 44 4631.81409090909
"204" "下泌尿道结石" 203682.54 126062.08 54 3771.89888888889
"9542" "食管中段恶性肿瘤" 203642.78 140667.8 8 25455.3475
"8130" "药物性肝炎" 203468.62 133800.42 25 8138.7448
"61" "Ⅰ度子宫脱垂" 203385.75 141714.02 22 9244.80681818182
"8250" "血管性痴呆" 202913.6 150518.79 35 5797.53142857143
"1900" "声带肿物" 202820.46 133060.67 16 12676.27875
"907" "其他类风湿性关节炎" 202588.81 161477.79 55 3683.43290909091
"5790" "细菌性支气管肺炎" 202570.98 137833.16 74 2737.44567567568
"3280" "急性阴道炎" 202317.19 129148.59 91 2223.26582417582
"4212" "水痘" 201784.31 105833.92 68 2967.41632352941
"4002" "晶状白内障" 201400.06 143375.09 50 4028.0012
"2682" "尿道狭窄" 201385.95 121237.54 22 9153.90681818182
"7273" "胸闷" 201185.75 142352.43 42 4790.1369047619
"3379" "意识障碍" 201028.78 158461.77 15 13401.9186666667
"1493" "双踝骨折" 200643.51 119355.24 22 9120.15954545455
"3543" "慢性肝炎、重型" 200320.33 121984.92 33 6070.31303030303
"2403" "子宫粘膜下平滑肌瘤" 200269.6 97511.59 18 11126.0888888889
"1359" "单纯疱疹" 199823.93 131843.44 37 5400.64675675676
"8377" "角膜溃疡" 199523.22 124226.72 54 3694.87444444444
"8948" "阴道恶性肿瘤" 199285.2 128726.74 7 28469.3142857143
"1289" "十二指肠梗阻" 199056.59 142914.53 36 5529.34972222222
"2766" "带状疱疹性神经痛" 198897.21 132171.18 24 8287.38375
"3469" "慢性尿毒症" 198849.52 148889.62 10 19884.952
"4710" "特指脑血管疾病" 198658.11 139391.23 18 11036.5616666667
"7280" "胸骨骨折" 198269.75 101339.53 23 8620.42391304348
"1474" "双侧踝关节骨性关节炎(病)" 198219.13 144626.3 53 3739.98358490566
"7630" "腘窝[贝克]囊肿" 198009.59 130455.16 26 7615.75346153846
"432" "主动脉夹层" 197779.1 128205.89 8 24722.3875
"9934" "鼻咽部病变" 197624.32 117713.84 15 13174.9546666667
"1026" "分泌性中耳炎" 197428.2 130041.74 36 5484.11666666667
"9231" "鞍区肿物" 196978.02 97913.17 4 49244.505
"344" "丘脑出血" 196945.6 126412.78 13 15149.6615384615
"5177" "盆腔肿瘤" 196901.53 112051.04 12 16408.4608333333
"2596" "小腿挫伤" 196762.67 133062.49 28 7027.23821428572
"5253" "真菌性鼻窦炎" 196717.47 126369.37 22 8941.70318181818
"6378" "肝肾功能衰竭" 196381.4 146733.06 12 16365.1166666667
"2309" "妊娠合并高血压" 196242.33 149916.61 69 2844.09173913043
"9052" "陈旧性膝关节韧带损伤" 195972.18 113588.89 19 10314.3252631579
"1317" "半月板撕裂，近期的" 195929.08 109233.99 11 17811.7345454545
"9337" "颈椎间盘变性" 195854.35 142713.62 66 2967.49015151515
"4891" "疱疹性湿疹" 195646.15 132730.5 59 3316.03644067797
"2863" "开放性颅脑损伤后遗症" 195049.64 135093.8 10 19504.964
"5570" "筋膜炎" 194642.79 134546.09 25 7785.7116
"1508" "发热，伴有寒战" 194503.76 136280.87 40 4862.594
"6901" "胃占位病变" 194397.83 131181.69 24 8099.90958333333
"8696" "输尿管积水" 193890.43 112761.96 31 6254.53
"6486" "股骨良性肿瘤" 193603.91 141405.44 5 38720.782
"3236" "急性胃溃疡" 193380.36 132175.93 45 4297.34133333333
"6254" "肛肠病（混合痔病）" 193067.84 99819.62 31 6227.99483870968
"8427" "起搏器安装术后调整" 192401.34 136668.05 6 32066.89
"235" "下肢损伤" 192372.15 122247.52 27 7124.89444444444
"1687" "咽喉恶性肿瘤" 192295.51 148862.43 10 19229.551
"1726" "哮喘性支气管肺炎" 192123.66 140654.1 63 3049.5819047619
"742" "充血性心肌病(扩张型心肌病)" 192063.3 141074.54 42 4572.93571428571
"2033" "多发性切割伤" 191690.38 111946.85 27 7099.6437037037
"437" "主动脉瓣关闭不全" 191090.68 111978.81 2 95545.34
"3880" "接触性皮炎 NOS" 191045.11 117213.38 58 3293.88120689655
"6850" "肾盏恶性肿瘤" 190826.01 142255.12 13 14678.9238461538
"5994" "继发性高血压" 189930.42 121978.34 54 3517.23
"9142" "非典型脑膜瘤" 189897.69 104484.41 6 31649.615
"3494" "慢性浅表性疣状胃炎" 189647.36 137592.32 79 2400.59949367089
"3661" "扁桃体周围炎" 188743.84 97929.17 48 3932.16333333333
"9878" "黄斑裂孔" 188456.19 98977.95 15 12563.746
"9169" "非霍奇[何杰]金淋巴瘤 (M96900/3)" 188213.05 96979.75 17 11071.3558823529
"6245" "肛管恶性肿瘤" 188138.43 132180.39 9 20904.27
"5155" "皮脂腺囊肿" 187822.56 117522.07 45 4173.83466666667
"1475" "双侧髋关节骨性关节炎(病)" 187723.04 137916.57 17 11042.5317647059
"9379" "颈部淋巴结结核" 187647.62 148368.29 3 62549.2066666667
"2070" "多发性骨折" 187106.41 132068.22 5 37421.282
"1599" "后发性白内障" 187020.42 79159.55 33 5667.28545454545
"44" "G3+P2剖宫产" 186957.57 83558.76 20 9347.8785
"6896" "胃十二指肠动脉假性动脉瘤" 186943.4 113472.54 2 93471.7
"9185" "面神经麻痹[贝尔氏麻痹；面神经炎]" 186831 136683.7 40 4670.775
"4363" "淋巴、造血和有关组织特指恶性肿瘤" 186561.84 101770.91 2 93280.92
"5612" "粒细胞肉瘤 (M99300/3)　" 186494.72 124150.43 6 31082.4533333333
"8531" "踝关节关节病" 185649.17 135599.01 32 5801.5365625
"9730" "髂骨骨折" 185553.51 68393.76 6 30925.585
"9045" "陈旧性胸椎骨折" 185399.45 134826.49 13 14261.4961538462
"4400" "淋巴结炎" 184163.33 121382.39 55 3348.42418181818
"272" "下肢脉管炎" 183822.15 133934.11 32 5744.4421875
"9115" "霍奇金和非霍奇金淋巴瘤" 183542.78 127438.15 11 16685.7072727273
"9374" "颈部恶性肿瘤" 183512.62 117075.45 9 20390.2911111111
"8218" "血小板增多" 183136.46 118587.78 12 15261.3716666667
"3858" "损伤个人史" 183034.94 117361.64 11 16639.54
"265" "下肢缺血" 182947.54 101850.35 7 26135.3628571429
"6908" "胃底恶性肿瘤" 182924.93 101820.91 4 45731.2325
"5327" "眼睑内翻" 182397.5 109813.09 70 2605.67857142857
"10007" "龟头炎" 182321.02 119273.2 37 4927.59513513514
"9120" "青光眼 NOS" 182128.99 117430.1 42 4336.40452380952
"4937" "病理性骨折" 181892.82 122876.82 14 12992.3442857143
"465" "乙肝并发于妊娠、分娩和产褥期" 181594.71 112715.84 31 5857.89387096774
"316" "下颌骨囊肿" 181375.61 111858.32 13 13951.97
"4871" "畸胎瘤" 181143.06 107802.28 15 12076.204
"38" "G2P1剖宫产" 180979.59 79585.13 21 8618.07571428571
"5149" "皮肤裂伤" 180891.28 120134.34 39 4638.23794871795
"8619" "转移性癌 NOS" 180878.54 128983.56 43 4206.4776744186
"5456" "硬化性间质瘤" 180485.44 121457.79 5 36097.088
"9621" "骨折内固定术后疼痛" 180227.82 122208.84 29 6214.7524137931
"2848" "开放性胫腓骨干骨折" 180210.14 82075.92 3 60070.0466666667
"9325" "颈椎椎间盘炎" 180162.9 128374.91 41 4394.21707317073
"772" "先天性白内障" 179618.96 106394.15 26 6908.42153846154
"9134" "静脉血栓形成" 179563.73 124423.35 8 22445.46625
"7535" "脚癣" 179260.14 116532.45 30 5975.338
"1217" "动脉栓塞" 179185.9 105105.1 6 29864.3166666667
"9076" "陈旧性骨折" 179151.28 119494.93 33 5428.82666666667
"8149" "萎缩性多关节炎" 178545.6 86831.02 2 89272.8
"2762" "带状疱疹后遗症" 178474.77 119547.95 23 7759.77260869565
"7517" "脓毒血症" 178469.65 121696.01 11 16224.5136363636
"5648" "精神病个人史" 178387.34 118295.2 24 7432.80583333333
"1930" "复合性溃疡" 177711.58 119538.92 23 7726.59043478261
"9564" "食管癌根治手术" 177691.08 128236.69 9 19743.4533333333
"7320" "脊柱后凸" 177655.14 35008.87 2 88827.57
"4155" "横结肠降结肠恶性肿瘤" 177587.65 97609.26 4 44396.9125
"2048" "多发性硬化" 177503.83 131933.42 29 6120.82172413793
"1867" "基底动脉血栓形成脑梗死" 177260.46 115048.43 9 19695.6066666667
"6369" "肝细胞癌 (C22.0)" 176779.9 128851.12 22 8035.45
"1047" "创伤性关节炎(病)" 176721.34 115118.16 32 5522.541875
"9870" "黄斑出血" 176491.33 93048.8 22 8022.33318181818
"5672" "糖尿病伴有多个并发症" 176114.16 124124.29 27 6522.74666666667
"4272" "波特瘤浮肿性" 175952.34 131055.58 31 5675.88193548387
"3151" "急性心肌炎" 175894.93 116146.26 36 4885.97027777778
"7631" "腘窝囊肿" 175880.44 122494.76 24 7328.35166666667
"99" "三踝骨折" 175827.26 110180.22 18 9768.18111111111
"6645" "肺恶性淋巴瘤" 175552.02 111560.95 13 13504.0015384615
"9305" "颈动脉栓塞脑梗死" 175534.77 133973.92 30 5851.159
"9254" "预激综合征" 175399.59 106461.93 10 17539.959
"9530" "食物中毒 NOS" 175374.21 107833.61 71 2470.05929577465
"708" "住院无病种" 175229.31 101417.49 75 2336.3908
"6537" "肩关节痛" 175117.4 130764.41 32 5472.41875
"6501" "肢体疼痛" 174972.7 124448.26 42 4166.01666666667
"4772" "玻璃体疾患" 174511.89 112486.46 15 11634.126
"4813" "甲状腺功能亢进危象" 173056.47 110048.97 26 6656.01807692308
"1546" "口底恶性肿瘤" 172993.26 91196.82 4 43248.315
"877" "其他慢性肾衰竭" 172816.32 119981.35 9 19201.8133333333
"4574" "特发性无菌性骨坏死" 172757.82 53709.97 3 57585.94
"3443" "慢性十二指肠球部溃疡" 172565.81 116026.87 43 4013.15837209302
"6391" "肝血管瘤" 172473.7 107948.54 13 13267.2076923077
"6301" "肝内胆管结石" 172227.09 115159.35 9 19136.3433333333
"5678" "糖尿病伴酮症酸中毒" 172210.26 121442.88 6 28701.71
"6941" "胃窦恶性肿瘤" 172205.53 78306.96 7 24600.79
"1092" "前交通动脉瘤" 171925.87 92519.22 3 57308.6233333333
"40" "G2P2剖宫产" 171830.64 77852.17 21 8182.41142857143
"6309" "肝原发性恶性肿瘤" 171584.07 118408.29 20 8579.2035
"542" "乳腺动态未定肿瘤" 171460.48 105210.64 2 85730.24
"143" "上肢皮肤感染" 171441.77 117928.78 35 4898.33628571429
"4099" "梗阻性黄疸(胆囊)" 171225.47 111659.67 12 14268.7891666667
"6147" "肋间神经痛" 171030.1 116586.55 45 3800.66888888889
"3488" "慢性泪囊炎" 171002.31 92308.93 38 4500.06078947368
"1933" "复杂性肛瘘" 170718.81 127354.16 21 8129.46714285714
"2407" "子宫糜烂" 170471.25 117912.12 57 2990.72368421053
"6434" "肠穿孔(非创伤性)" 170259.42 127450.03 3 56753.14
"5448" "矽肺性肺纤维化" 170106.48 120744.26 11 15464.2254545455
"3845" "指蜂窝组织炎" 169510.87 113842.03 66 2568.34651515152
"6603" "肱骨踝上骨折" 169329.04 110838.26 8 21166.13
"5519" "神经胶质瘤" 169239.9 104094.41 2 84619.95
"3812" "抽搐" 168657.39 118244.94 33 5110.83
"9264" "颅内感染" 168623.71 84613.42 10 16862.371
"6497" "肢体动脉硬化" 168252.69 116977.74 6 28042.115
"3603" "慢性重度病毒性肝炎" 168117.48 91474.72 8 21014.685
"6950" "胃肠功能紊乱" 168108.85 114666.36 32 5253.4015625
"7236" "胸腺恶性肿瘤" 167641.75 109236.93 12 13970.1458333333
"4299" "流行性感冒伴肺炎" 167551.33 114136 20 8377.5665
"8972" "阵发性心房纤颤" 167102.39 107505.38 15 11140.1593333333
"1134" "前庭大腺囊肿[巴多林氏腺囊肿]" 166989.03 99643.01 60 2783.1505
"4702" "特指胃炎" 166773.32 121695.83 32 5211.66625
"217" "下肢动脉粥样硬化" 166431.81 105513.81 5 33286.362
"434" "主动脉夹层动脉瘤破裂" 166422.22 72124.73 2 83211.11
"7643" "腮腺恶性肿瘤" 166359.83 112935.21 10 16635.983
"8467" "足蜂窝织炎" 166313.5 119531.16 37 4494.95945945946
"4908" "疼痛，不可归类在他处者" 166303.6 113026.94 17 9782.56470588235
"3580" "慢性胰腺炎" 166299.73 111649.17 28 5939.27607142857
"7512" "脑震荡" 165994.58 103218.61 29 5723.95103448276
"4038" "机械性肠梗阻" 165814.07 36850.79 9 18423.7855555556
"8688" "输尿管恶性肿瘤" 165513.04 106757.4 10 16551.304
"6977" "胃良性肿瘤" 165464.82 119895.37 6 27577.47
"6746" "肺门恶性肿瘤" 165405.55 104545.64 10 16540.555
"6504" "肢体肿物" 165204.23 123709.18 9 18356.0255555556
